Loan_ID,Customer_ID,Account_ID,Branch,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Start_Date,End_Date,Loan_Status
262,1077,2050,"Taylor, Hopkins and Morales Branch",Home,1469903,7.62,240,2017-01-23,2036-10-10,Approved
263,1224,2518,"Williams, Johnson and Williams Branch",Personal,3509396,7.6,60,2015-10-06,2020-09-09,Active
264,1007,2545,Wolf-Harmon Branch,Education,3180634,6.98,240,2022-05-24,2042-02-08,Defaulted
265,1515,2441,"Reyes, Campbell and Walton Branch",Business,3500557,6.59,84,2021-01-03,2027-11-28,Closed
266,1363,2274,Williamson-Hubbard Branch,Auto,947718,13.84,36,2017-09-14,2020-08-29,Active
267,1308,2083,Brown-Roberts Branch,Education,712861,9.48,180,2020-02-24,2034-12-07,Active
268,1010,2176,Bennett and Sons Branch,Personal,834339,9.74,180,2021-03-13,2035-12-25,Defaulted
269,1236,2217,"Cunningham, Lee and Fleming Branch",Personal,4243116,13.26,120,2021-05-06,2031-03-15,Approved
270,1184,2323,Lynch Ltd Branch,Business,4038785,8.67,24,2022-09-04,2024-08-24,Closed
271,1578,2247,Garrett-Rubio Branch,Personal,1787768,11.2,180,2015-11-12,2030-08-25,Closed
272,1513,2355,"Nguyen, Skinner and Le Branch",Business,3314482,11.92,120,2019-04-22,2029-02-28,Active
273,1031,2280,"Powell, Jones and Hamilton Branch",Personal,869447,10.0,24,2018-10-27,2020-10-16,Defaulted
274,1088,2303,Robertson and Sons Branch,Education,4165480,8.33,180,2019-11-04,2034-08-17,Active
275,1325,2370,Smith Ltd Branch,Auto,666618,7.16,36,2019-04-06,2022-03-21,Active
276,1105,2136,Cook PLC Branch,Personal,817729,6.54,84,2019-12-27,2026-11-20,Closed
277,1363,2568,"Edwards, Dixon and Lopez Branch",Personal,1621956,9.95,180,2016-02-28,2030-12-11,Approved
278,1087,2573,"Wong, Turner and Gordon Branch",Personal,2771518,13.41,12,2018-04-10,2019-04-05,Defaulted
279,1309,2275,Chapman-Goodman Branch,Auto,4847951,10.67,180,2016-11-25,2031-09-08,Active
280,1496,2079,"Hill, Ramos and Brennan Branch",Education,1274190,7.01,180,2018-02-04,2032-11-17,Defaulted
281,1110,2139,Peck LLC Branch,Home,2161410,14.05,240,2021-08-29,2041-05-16,Active
282,1451,2343,Orozco PLC Branch,Home,106768,14.09,120,2021-12-15,2031-10-24,Defaulted
283,1408,2327,Welch and Sons Branch,Education,1191894,8.9,60,2020-05-16,2025-04-20,Closed
284,1403,2374,Jones LLC Branch,Home,4168867,14.24,60,2018-08-27,2023-08-01,Defaulted
285,1215,2449,"Nelson, Hardy and Fox Branch",Personal,4779920,8.1,36,2022-08-24,2025-08-08,Approved
286,1311,2248,Chen Ltd Branch,Home,630144,13.05,180,2022-07-19,2037-05-01,Defaulted
287,1597,2411,Vaughn Ltd Branch,Home,1343047,12.22,180,2015-10-30,2030-08-12,Defaulted
288,1550,2088,Johnson LLC Branch,Business,4299774,13.89,180,2021-02-04,2035-11-18,Approved
289,1340,2441,Gonzales-Klein Branch,Personal,2132312,11.76,120,2016-11-12,2026-09-21,Approved
290,1384,2401,"Morse, Foley and Johnson Branch",Personal,138481,7.29,60,2020-09-22,2025-08-27,Active
291,1108,2303,"Lopez, Santana and Johnson Branch",Education,4987450,12.02,36,2018-11-13,2021-10-28,Approved
292,1467,2212,Johnson-Wilson Branch,Education,770202,7.43,36,2018-11-27,2021-11-11,Closed
293,1069,2308,Hartman-Vargas Branch,Business,4101076,9.29,24,2019-11-30,2021-11-19,Defaulted
294,1250,2529,Choi PLC Branch,Personal,1015405,6.68,120,2022-04-08,2032-02-15,Approved
295,1189,2191,Martinez-Lee Branch,Auto,4679759,7.78,180,2020-03-07,2034-12-19,Active
296,1005,2220,Smith Ltd Branch,Education,3368385,6.73,60,2020-01-16,2024-12-20,Defaulted
297,1375,2334,Thompson PLC Branch,Auto,2384925,12.52,24,2021-06-22,2023-06-12,Approved
298,1402,2117,"Wong, Turner and Gordon Branch",Auto,3888211,7.41,240,2020-12-01,2040-08-18,Closed
299,1138,2321,Young PLC Branch,Home,3002663,13.26,36,2022-07-22,2025-07-06,Closed
300,1429,2142,"Wong, Turner and Gordon Branch",Personal,2051293,8.94,36,2019-03-10,2022-02-22,Active
301,1502,2296,Huynh-Jones Branch,Business,3268792,9.88,240,2022-02-16,2041-11-03,Active
302,1010,2497,"Holmes, Harrell and Woods Branch",Auto,1619496,9.02,240,2021-12-12,2041-08-29,Approved
303,1455,2501,"Miller, Hill and Leonard Branch",Auto,1686856,13.02,240,2019-08-03,2039-04-20,Defaulted
304,1231,2551,Myers-Hall Branch,Auto,743491,11.02,60,2018-04-11,2023-03-16,Approved
305,1275,2557,"Suarez, Rhodes and Bolton Branch",Home,1461039,12.75,240,2021-03-01,2040-11-16,Approved
306,1436,2105,Henderson Inc Branch,Home,4596989,13.08,12,2023-07-10,2024-07-04,Defaulted
307,1090,2450,Chang-Lucas Branch,Auto,2547363,13.5,12,2020-01-17,2021-01-11,Closed
308,1143,2212,"Mathews, Rodriguez and Lambert Branch",Personal,2037647,8.18,120,2022-12-21,2032-10-29,Defaulted
309,1300,2297,Moore-Soto Branch,Auto,547929,11.06,84,2021-09-10,2028-08-04,Active
310,1284,2130,Thomas-Calhoun Branch,Business,2292636,14.12,24,2016-07-09,2018-06-29,Defaulted
311,1146,2592,Peters PLC Branch,Auto,2144444,7.67,120,2017-10-10,2027-08-19,Defaulted
312,1528,2285,Bullock-Martinez Branch,Home,3524771,9.5,24,2022-02-08,2024-01-29,Approved
313,1470,2367,Mason Group Branch,Home,3864263,14.1,120,2021-07-11,2031-05-20,Approved
314,1331,2291,Brown Group Branch,Personal,4533077,9.68,180,2017-05-17,2032-02-28,Defaulted
315,1048,2102,Simmons-Gardner Branch,Home,4641173,11.12,240,2023-11-03,2043-07-21,Closed
316,1439,2208,"Wang, Mcdonald and Church Branch",Education,186577,7.49,36,2019-12-13,2022-11-27,Defaulted
317,1085,2381,Graham PLC Branch,Auto,2582231,7.77,84,2016-01-18,2022-12-12,Closed
318,1094,2098,Mckee-Moore Branch,Auto,484423,9.67,84,2023-02-21,2030-01-15,Active
319,1010,2009,"Jones, Wilson and Myers Branch",Personal,1840306,10.31,36,2021-08-28,2024-08-12,Active
320,1073,2235,Nguyen LLC Branch,Home,1061613,14.41,180,2022-10-13,2037-07-26,Active
321,1307,2141,Hardin-Rodriguez Branch,Education,799363,12.35,24,2016-02-27,2018-02-16,Closed
322,1451,2360,Choi PLC Branch,Education,1166911,11.63,36,2015-10-08,2018-09-22,Approved
323,1144,2127,Warner-Shelton Branch,Auto,1319818,13.86,240,2017-06-08,2037-02-23,Approved
324,1284,2087,Clark and Sons Branch,Business,3271493,9.31,180,2018-07-12,2033-04-24,Active
325,1211,2531,"Steele, Marsh and Richardson Branch",Auto,4692227,11.31,84,2023-09-26,2030-08-20,Approved
326,1507,2396,Weaver-Clarke Branch,Business,4324185,8.01,180,2018-04-25,2033-02-05,Approved
327,1325,2136,"Roberts, Murphy and Lewis Branch",Personal,2072340,10.5,24,2020-12-03,2022-11-23,Approved
328,1018,2070,Hopkins-Johnston Branch,Education,4817920,9.87,36,2023-07-22,2026-07-06,Defaulted
329,1294,2514,"Meadows, Taylor and Butler Branch",Personal,2249369,8.23,12,2023-11-07,2024-11-01,Defaulted
330,1086,2318,Miller Inc Branch,Education,3603206,12.11,24,2022-03-08,2024-02-26,Active
331,1068,2318,Allen-Guzman Branch,Personal,4339134,13.87,36,2021-01-06,2023-12-22,Closed
332,1057,2317,Hartman and Sons Branch,Education,2051835,6.96,24,2019-11-15,2021-11-04,Approved
333,1509,2356,Townsend-Black Branch,Auto,1051960,6.6,36,2022-11-13,2025-10-28,Approved
334,1276,2121,"Harris, Robles and Rogers Branch",Business,4388779,12.76,84,2016-11-14,2023-10-09,Closed
335,1591,2079,Smith-Pineda Branch,Personal,2860276,12.96,84,2020-11-15,2027-10-10,Approved
336,1162,2262,Hardin-Rodriguez Branch,Education,3868475,10.59,12,2020-08-08,2021-08-03,Active
337,1013,2251,Burke-Moreno Branch,Personal,4864325,11.89,24,2017-07-24,2019-07-14,Approved
338,1230,2330,Maldonado Ltd Branch,Personal,4007448,9.41,36,2017-01-03,2019-12-19,Approved
339,1123,2515,Hurley-Reynolds Branch,Auto,3541813,13.83,120,2018-01-16,2027-11-25,Approved
340,1290,2319,Sellers-Cunningham Branch,Personal,1554449,8.29,12,2019-07-01,2020-06-25,Approved
341,1578,2312,Scott-Olson Branch,Home,774654,10.92,12,2019-02-20,2020-02-15,Active
342,1155,2007,Walters-Lee Branch,Business,2084942,10.21,240,2023-08-31,2043-05-18,Active
343,1002,2386,Andrews Ltd Branch,Education,250573,8.36,120,2022-02-17,2031-12-27,Approved
344,1146,2287,Andrews-Marquez Branch,Home,921987,8.14,60,2019-09-16,2024-08-20,Defaulted
345,1087,2595,James-Collier Branch,Personal,418262,13.87,180,2022-11-10,2037-08-23,Closed
346,1134,2243,Peterson-Bishop Branch,Personal,4289835,7.57,180,2015-11-03,2030-08-16,Approved
347,1464,2279,Shepherd-Rodriguez Branch,Home,2239350,13.31,180,2022-11-10,2037-08-23,Closed
348,1109,2169,Duke-Keller Branch,Auto,676523,14.05,36,2023-09-30,2026-09-14,Approved
349,1463,2316,"Francis, Page and Morales Branch",Education,3959553,9.01,24,2021-01-04,2022-12-25,Closed
350,1221,2336,Garcia Group Branch,Education,2273047,13.32,24,2016-10-07,2018-09-27,Closed
351,1267,2179,"Hill, Ramos and Brennan Branch",Auto,815149,12.19,120,2019-06-12,2029-04-20,Approved
352,1144,2125,Perez Ltd Branch,Personal,3442287,13.34,60,2016-01-23,2020-12-27,Defaulted
353,1382,2087,"Acosta, Murphy and Rojas Branch",Personal,567318,13.14,60,2016-06-19,2021-05-24,Active
354,1455,2132,"Williams, Mcfarland and Alvarez Branch",Business,4966720,8.57,24,2015-03-31,2017-03-20,Approved
355,1405,2509,Brooks-Valencia Branch,Personal,2831242,7.48,240,2015-07-27,2035-04-13,Active
356,1282,2287,Thompson PLC Branch,Personal,3260567,11.97,36,2018-12-20,2021-12-04,Active
357,1422,2564,Steele-Phillips Branch,Education,1296810,6.78,60,2022-04-05,2027-03-10,Closed
358,1539,2256,"Peters, Mercer and Floyd Branch",Education,561529,7.2,180,2016-07-16,2031-04-29,Defaulted
359,1580,2515,Stevens-Braun Branch,Business,213829,14.42,120,2020-05-18,2030-03-27,Defaulted
360,1288,2060,"Huff, Bryant and Thomas Branch",Home,3307978,8.66,12,2018-07-30,2019-07-25,Active
361,1247,2273,Clark and Sons Branch,Education,4491199,9.36,60,2016-10-15,2021-09-19,Approved
362,1178,2181,Watson Group Branch,Business,518995,12.61,60,2021-06-16,2026-05-21,Defaulted
363,1582,2578,Douglas and Sons Branch,Auto,2717613,12.95,120,2021-08-20,2031-06-29,Approved
364,1503,2039,"Sullivan, Bradford and Becker Branch",Auto,4773699,14.09,240,2021-01-29,2040-10-16,Closed
365,1340,2207,"Wang, Mcdonald and Church Branch",Personal,521171,8.36,60,2015-03-23,2020-02-25,Defaulted
366,1146,2114,"Stout, Baker and Bowman Branch",Auto,2908494,12.24,120,2015-09-01,2025-07-10,Approved
367,1345,2310,Richard-Lowe Branch,Business,3110917,14.18,120,2022-11-25,2032-10-03,Defaulted
368,1179,2576,Gray Ltd Branch,Home,1194639,14.31,180,2023-11-18,2038-08-31,Defaulted
369,1131,2182,Miller-Nelson Branch,Business,3043269,8.29,36,2019-03-30,2022-03-14,Closed
370,1580,2107,"Miller, Baker and Owen Branch",Personal,4855286,9.63,12,2017-01-15,2018-01-10,Closed
371,1172,2091,Marshall-Carey Branch,Education,1229802,9.15,24,2017-09-01,2019-08-22,Closed
372,1263,2111,Ward and Sons Branch,Home,3796603,6.59,60,2017-10-19,2022-09-23,Approved
373,1388,2360,Simmons-Cole Branch,Personal,453890,9.59,180,2016-11-12,2031-08-26,Defaulted
374,1463,2076,Garrett-Rubio Branch,Business,3198643,7.31,240,2023-11-05,2043-07-23,Active
375,1175,2385,"Griffin, White and Miller Branch",Personal,2523872,6.66,84,2016-03-04,2023-01-27,Approved
376,1442,2169,"Holmes, Nguyen and French Branch",Auto,679165,10.88,24,2018-10-16,2020-10-05,Defaulted
377,1420,2568,Davis-Hancock Branch,Business,3692336,7.76,24,2018-09-18,2020-09-07,Active
378,1403,2586,Anderson-Barnes Branch,Business,2275202,11.78,84,2017-08-30,2024-07-24,Approved
379,1302,2492,"Herrera, Rollins and Hill Branch",Business,4168372,7.73,120,2015-01-16,2024-11-24,Defaulted
380,1485,2119,Johnson Group Branch,Auto,863585,6.71,36,2022-02-27,2025-02-11,Closed
381,1380,2391,Sutton-Huang Branch,Home,3384197,10.27,84,2016-01-09,2022-12-03,Defaulted
382,1232,2276,Smith-Pineda Branch,Home,1615171,10.07,84,2019-12-07,2026-10-31,Defaulted
383,1233,2567,Smith-Jacobson Branch,Business,567068,7.71,24,2015-12-18,2017-12-07,Closed
384,1488,2307,Smith Inc Branch,Personal,3297281,13.05,180,2021-01-02,2035-10-16,Defaulted
385,1460,2178,Martin and Sons Branch,Personal,3361859,13.72,12,2020-08-18,2021-08-13,Active
386,1446,2207,"Nguyen, Skinner and Le Branch",Auto,1827463,12.97,36,2015-06-24,2018-06-08,Defaulted
387,1566,2334,Evans-Baker Branch,Auto,2213307,9.06,24,2015-12-23,2017-12-12,Defaulted
388,1425,2154,Garcia-Watkins Branch,Home,4409460,10.17,12,2023-10-27,2024-10-21,Defaulted
389,1549,2353,Hess-Miller Branch,Auto,4802934,11.2,24,2016-03-08,2018-02-26,Approved
390,1177,2283,Thomas LLC Branch,Education,2265738,9.56,240,2021-06-01,2041-02-16,Defaulted
391,1244,2051,Martin LLC Branch,Education,1256723,11.45,180,2015-06-08,2030-03-21,Defaulted
392,1288,2504,Ho Inc Branch,Education,2303048,13.68,12,2018-10-15,2019-10-10,Closed
393,1427,2092,Chapman-Goodman Branch,Personal,1962245,7.58,240,2023-09-06,2043-05-24,Closed
394,1058,2528,Brown LLC Branch,Auto,3755387,8.19,180,2023-04-23,2038-02-03,Defaulted
395,1198,2206,Ramirez-Brown Branch,Auto,600435,8.99,180,2016-07-09,2031-04-22,Approved
396,1378,2476,"Nelson, Randall and Thornton Branch",Personal,2142876,6.76,12,2019-01-16,2020-01-11,Active
397,1382,2501,"Solomon, Williams and White Branch",Business,3379793,11.58,24,2022-08-22,2024-08-11,Approved
398,1168,2265,Stevens-Braun Branch,Business,3792186,7.92,240,2021-07-31,2041-04-17,Closed
399,1231,2212,"Miller, Baker and Owen Branch",Personal,2441335,6.72,12,2016-10-29,2017-10-24,Active
400,1009,2230,Ramirez-Brown Branch,Home,3485195,10.61,12,2020-04-25,2021-04-20,Active
401,1471,2259,Winters-Rodriguez Branch,Home,2612381,12.2,84,2019-10-02,2026-08-26,Defaulted
402,1524,2384,"Cruz, Jones and Sweeney Branch",Auto,3964946,8.92,180,2021-07-22,2036-05-04,Approved
403,1284,2333,"Butler, Sullivan and Torres Branch",Business,2421265,8.89,24,2020-05-27,2022-05-17,Approved
404,1059,2414,Evans Ltd Branch,Home,2240659,11.75,84,2017-02-10,2024-01-05,Active
405,1415,2398,Mercado-Adkins Branch,Home,1223813,12.27,240,2018-04-25,2038-01-10,Closed
406,1368,2520,Simmons and Sons Branch,Personal,4940757,12.16,60,2018-11-06,2023-10-11,Active
407,1132,2265,"Burns, Patterson and White Branch",Home,1475951,13.23,36,2018-04-18,2021-04-02,Approved
408,1364,2229,Elliott-Dennis Branch,Business,1585688,14.08,120,2022-05-04,2032-03-12,Approved
409,1475,2121,Miller-Nelson Branch,Home,3577179,12.8,120,2019-03-03,2029-01-09,Closed
410,1123,2391,Frazier and Sons Branch,Education,500274,13.43,24,2020-04-18,2022-04-08,Active
411,1420,2584,"Griffin, White and Miller Branch",Business,2552789,9.8,36,2016-07-16,2019-07-01,Active
412,1341,2182,King LLC Branch,Education,1251451,9.03,36,2023-09-26,2026-09-10,Approved
413,1502,2091,"Woods, Patterson and Owens Branch",Home,536653,6.54,84,2017-05-07,2024-03-31,Active
414,1005,2039,Russell LLC Branch,Auto,3688235,11.57,180,2019-10-24,2034-08-06,Defaulted
415,1005,2255,Murphy-Johnston Branch,Business,1722807,12.35,12,2018-08-12,2019-08-07,Active
416,1067,2047,Lee-Reyes Branch,Auto,2938615,9.0,24,2019-04-21,2021-04-10,Closed
417,1502,2368,"Griffin, White and Miller Branch",Home,2489640,10.15,120,2019-11-12,2029-09-20,Active
418,1135,2217,"Powell, Palmer and Martin Branch",Auto,1433143,14.08,180,2015-03-20,2029-12-31,Active
419,1262,2548,Rosales-Anderson Branch,Personal,4996702,10.54,24,2019-02-10,2021-01-30,Approved
420,1050,2119,Roberts-Silva Branch,Business,457576,11.25,12,2022-06-04,2023-05-30,Approved
421,1010,2309,Bell PLC Branch,Education,3777178,9.54,84,2020-04-27,2027-03-22,Active
422,1108,2524,Mercado-Adkins Branch,Education,897080,11.8,84,2021-12-25,2028-11-18,Active
423,1270,2536,"Peters, Mercer and Floyd Branch",Business,1037629,8.76,24,2020-07-31,2022-07-21,Active
424,1213,2493,Cortez-Brown Branch,Auto,3052465,12.13,84,2016-10-18,2023-09-12,Approved
425,1093,2524,Martinez-Bell Branch,Home,2017172,6.52,24,2016-03-28,2018-03-18,Defaulted
426,1476,2052,"Adams, Mitchell and Schneider Branch",Personal,899686,13.74,60,2020-02-14,2025-01-18,Closed
427,1119,2098,Daniel-Dunn Branch,Personal,1515504,13.49,84,2019-01-15,2025-12-09,Closed
428,1275,2096,Russell-Patel Branch,Personal,131137,13.32,36,2018-09-08,2021-08-23,Closed
429,1395,2490,"Sloan, Williams and Adkins Branch",Home,2924966,7.96,180,2019-06-28,2034-04-10,Defaulted
430,1495,2583,Merritt PLC Branch,Education,1449041,7.4,12,2016-10-14,2017-10-09,Approved
431,1495,2500,Jones-Baker Branch,Education,1570523,11.39,120,2021-11-09,2031-09-18,Approved
432,1538,2591,Hodges LLC Branch,Personal,3500102,10.03,24,2017-12-07,2019-11-27,Closed
433,1255,2494,Brooks-Valencia Branch,Business,1928921,14.32,120,2020-10-27,2030-09-05,Approved
434,1481,2508,Harris-Marshall Branch,Home,3278579,7.69,12,2015-02-17,2016-02-12,Active
435,1052,2520,Miller Inc Branch,Auto,678015,12.51,120,2017-09-13,2027-07-23,Closed
436,1455,2587,"Beck, Howe and Perry Branch",Auto,4667891,11.65,180,2017-08-20,2032-06-02,Approved
437,1019,2106,Johnson-Wright Branch,Education,788364,13.35,240,2018-07-18,2038-04-04,Approved
438,1468,2350,"Clark, Kaiser and Ray Branch",Education,3508946,6.79,12,2016-01-08,2017-01-02,Closed
439,1464,2117,"Humphrey, Mitchell and Buck Branch",Home,505293,13.03,240,2018-09-21,2038-06-08,Defaulted
440,1109,2047,Brown LLC Branch,Personal,1910149,6.52,120,2022-02-08,2031-12-18,Closed
441,1193,2124,Oneal-White Branch,Auto,4180736,7.62,180,2016-03-14,2030-12-26,Closed
442,1425,2048,Hebert Group Branch,Education,1858495,10.16,60,2023-01-14,2027-12-19,Closed
443,1005,2544,Steele-Phillips Branch,Business,1083637,12.68,240,2020-02-17,2039-11-04,Active
444,1132,2107,Ramirez-Brown Branch,Personal,4690798,13.98,240,2020-09-13,2040-05-31,Active
445,1408,2352,"Nelson, Randall and Thornton Branch",Education,2749821,10.53,180,2019-09-11,2034-06-24,Active
446,1567,2223,Ramsey-Carr Branch,Home,3848745,12.94,36,2019-08-18,2022-08-02,Closed
447,1183,2516,"Flores, French and Freeman Branch",Auto,1809197,11.49,84,2022-09-13,2029-08-07,Closed
448,1547,2293,Perez-Griffin Branch,Business,2754331,12.18,120,2021-04-22,2031-03-01,Defaulted
449,1058,2205,Black Inc Branch,Education,157126,10.68,12,2019-04-10,2020-04-04,Active
450,1209,2555,Bright Inc Branch,Home,1400023,14.37,84,2016-08-22,2023-07-17,Approved
451,1244,2524,Smith Ltd Branch,Personal,3058846,13.01,24,2021-11-28,2023-11-18,Active
452,1014,2258,Barton PLC Branch,Home,444095,13.91,180,2019-09-03,2034-06-16,Closed
453,1302,2460,"Liu, Medina and Garza Branch",Auto,3766688,13.14,120,2023-06-20,2033-04-28,Active
454,1042,2439,Massey-Reed Branch,Auto,674691,8.0,36,2023-03-30,2026-03-14,Approved
455,1339,2478,Matthews Group Branch,Home,4719087,8.61,36,2021-07-20,2024-07-04,Closed
456,1503,2587,"Steele, Marsh and Richardson Branch",Auto,385045,7.73,120,2021-09-10,2031-07-20,Approved
457,1534,2070,"Glenn, Villa and Perry Branch",Business,3053839,7.08,120,2020-11-22,2030-10-01,Active
458,1219,2340,"Miller, Baker and Owen Branch",Business,1386896,9.83,180,2016-01-12,2030-10-25,Closed
459,1355,2457,"Schroeder, Lane and Arnold Branch",Home,3076591,8.85,240,2021-04-18,2041-01-03,Approved
460,1263,2554,"Berry, Kelley and Hughes Branch",Auto,2095370,14.17,120,2019-04-12,2029-02-18,Approved
461,1045,2304,Hutchinson Group Branch,Home,257246,13.79,120,2020-10-07,2030-08-16,Defaulted
462,1216,2219,Rose-Macias Branch,Auto,2736978,10.61,24,2016-11-16,2018-11-06,Approved
463,1025,2471,Berry-Cabrera Branch,Education,921801,8.14,180,2022-04-02,2037-01-13,Approved
464,1589,2234,Molina-Potts Branch,Home,367813,7.2,12,2016-12-30,2017-12-25,Closed
465,1399,2122,"Reyes, Campbell and Walton Branch",Home,3469471,9.6,180,2019-11-09,2034-08-22,Closed
466,1367,2515,Hopkins-Johnston Branch,Business,99483,11.63,24,2023-06-24,2025-06-13,Approved
467,1449,2391,Lin Inc Branch,Personal,2481325,12.8,84,2021-10-20,2028-09-13,Approved
468,1148,2306,Bright Inc Branch,Education,308529,10.29,60,2016-07-12,2021-06-16,Defaulted
469,1587,2404,Matthews Group Branch,Home,143534,10.93,36,2016-05-19,2019-05-04,Approved
470,1423,2525,"Powers, Thomas and Webb Branch",Business,4642976,14.08,84,2017-05-10,2024-04-03,Closed
471,1581,2056,Cunningham Inc Branch,Auto,1400183,7.97,84,2017-03-06,2024-01-29,Approved
472,1101,2203,Graham PLC Branch,Business,3919372,11.66,24,2018-04-05,2020-03-25,Approved
473,1292,2072,Warner-Shelton Branch,Business,4136849,14.11,120,2016-06-09,2026-04-18,Active
474,1580,2581,Black Group Branch,Auto,2715781,10.39,120,2021-11-29,2031-10-08,Closed
475,1227,2447,"Mason, Kelly and Marquez Branch",Home,2703594,14.17,36,2015-01-20,2018-01-04,Closed
476,1368,2313,"Morse, Foley and Johnson Branch",Home,3065587,7.57,120,2020-05-19,2030-03-28,Defaulted
477,1270,2079,Lewis LLC Branch,Education,4677758,7.37,24,2018-02-23,2020-02-13,Active
478,1038,2565,"Lee, Escobar and Torres Branch",Personal,206282,13.3,12,2021-07-11,2022-07-06,Defaulted
479,1402,2229,Hanson-Carter Branch,Home,4608951,13.65,240,2022-05-02,2042-01-17,Active
480,1011,2245,"Martin, Flores and Miller Branch",Business,2491077,7.57,24,2019-06-14,2021-06-03,Closed
481,1580,2580,Stone-Miller Branch,Business,1441196,12.56,36,2020-01-02,2022-12-17,Active
482,1065,2271,"Camacho, Brown and Terry Branch",Auto,4105920,14.01,12,2017-06-15,2018-06-10,Defaulted
483,1481,2466,"Wong, Turner and Gordon Branch",Home,2013090,6.84,60,2020-10-22,2025-09-26,Closed
484,1593,2558,Smith-Pineda Branch,Personal,384744,14.34,120,2016-02-27,2026-01-05,Closed
485,1386,2229,Brown PLC Branch,Business,1508357,9.51,180,2019-02-05,2033-11-18,Approved
486,1514,2143,"Taylor, David and Brown Branch",Business,3454451,9.32,120,2020-06-17,2030-04-26,Defaulted
487,1162,2371,Thompson PLC Branch,Education,1439202,8.34,84,2017-05-16,2024-04-09,Active
488,1491,2491,Salazar Group Branch,Business,1042625,11.79,180,2018-09-14,2033-06-27,Approved
489,1131,2588,Morales Group Branch,Auto,1402631,11.68,180,2015-04-02,2030-01-13,Active
490,1171,2265,Bennett and Sons Branch,Business,1401649,7.58,12,2021-06-02,2022-05-28,Active
491,1222,2460,Zimmerman PLC Branch,Auto,4383896,14.17,12,2023-01-26,2024-01-21,Closed
492,1597,2187,Keller PLC Branch,Business,4004502,13.44,36,2017-06-17,2020-06-01,Defaulted
493,1388,2395,"Phillips, Hamilton and Campos Branch",Business,4334942,8.62,120,2020-02-01,2029-12-10,Approved
494,1488,2040,Welch and Sons Branch,Auto,960752,6.63,180,2016-09-04,2031-06-18,Approved
495,1442,2535,Crawford-Torres Branch,Business,4272231,12.52,24,2020-05-29,2022-05-19,Active
496,1359,2590,Herrera LLC Branch,Education,3156951,13.5,180,2017-07-28,2032-05-10,Defaulted
497,1291,2557,Powell-Schwartz Branch,Personal,3619263,7.57,240,2023-08-03,2043-04-20,Active
498,1385,2211,"Cruz, Jones and Sweeney Branch",Education,2212624,8.01,12,2021-06-25,2022-06-20,Approved
499,1549,2434,Miller and Sons Branch,Home,3479641,9.4,36,2019-10-12,2022-09-26,Closed
500,1566,2571,Smith-Jacobson Branch,Business,3117244,11.4,180,2023-06-20,2038-04-02,Active
501,1408,2142,Stevens-Braun Branch,Education,1549208,9.46,240,2017-11-05,2037-07-23,Closed
502,1347,2564,"Acosta, Murphy and Rojas Branch",Personal,1977461,10.07,36,2016-02-15,2019-01-30,Active
503,1446,2091,"Burns, Patterson and White Branch",Business,486650,7.79,12,2016-01-09,2017-01-03,Active
504,1411,2534,"Gonzales, Diaz and Green Branch",Personal,2256975,8.27,24,2021-10-30,2023-10-20,Approved
505,1011,2207,Sanchez-Montes Branch,Home,532034,14.07,36,2022-03-07,2025-02-19,Defaulted
506,1369,2245,"Pratt, Perkins and Garcia Branch",Business,2449196,8.06,60,2021-11-24,2026-10-29,Active
507,1405,2416,"Higgins, Michael and Harris Branch",Personal,1370742,7.19,84,2023-09-29,2030-08-23,Defaulted
508,1356,2284,Chang-Lucas Branch,Business,1730325,10.64,24,2016-01-05,2017-12-25,Closed
509,1180,2417,Miller and Sons Branch,Auto,1681795,10.14,180,2021-06-12,2036-03-25,Approved
510,1551,2589,Horton-Jimenez Branch,Business,943092,10.97,84,2018-10-24,2025-09-17,Approved
511,1470,2472,Shepard Ltd Branch,Home,3764212,14.23,240,2023-08-20,2043-05-07,Active
512,1236,2324,"Grant, Walters and Jordan Branch",Business,279434,10.36,84,2015-10-04,2022-08-28,Defaulted
513,1295,2096,Martin-Hardy Branch,Education,3011986,10.63,12,2022-11-10,2023-11-05,Closed
514,1224,2588,Tapia-Flynn Branch,Education,2918844,7.11,36,2020-05-05,2023-04-20,Closed
515,1248,2272,Flores PLC Branch,Home,1583307,14.08,60,2020-08-05,2025-07-10,Active
516,1110,2123,Duke-Keller Branch,Auto,1972732,8.12,60,2021-12-08,2026-11-12,Closed
517,1505,2589,Lee-Brown Branch,Personal,4182772,11.41,12,2020-05-29,2021-05-24,Closed
518,1056,2539,Robinson-Sweeney Branch,Home,4167173,7.96,84,2019-06-18,2026-05-12,Active
519,1179,2469,Adams LLC Branch,Education,4062439,14.02,12,2020-08-20,2021-08-15,Closed
520,1595,2104,Garcia Inc Branch,Personal,4397019,10.18,12,2015-02-18,2016-02-13,Active
521,1276,2483,Murray LLC Branch,Home,3083340,11.4,84,2017-02-05,2023-12-31,Closed
522,1382,2374,Maldonado Ltd Branch,Business,2928101,9.43,240,2019-10-03,2039-06-20,Active
523,1277,2242,Warner-Shelton Branch,Education,2395702,10.11,36,2021-06-16,2024-05-31,Active
524,1010,2181,Mullen-Obrien Branch,Business,3675713,13.35,60,2016-08-20,2021-07-25,Active
525,1257,2576,Clark-Smith Branch,Education,4240930,7.58,120,2023-10-22,2033-08-30,Defaulted
