txn_id,customer_id,txn_type,amount,txn_time,status
T02973,C0293,withdrawal,42428.1,2025-03-22 20:08:00,success
T02974,C0290,deposit,6297.87,2025-05-09 04:07:37,success
T02975,C0478,withdrawal,72497.5,2025-02-15 05:25:28,success
T02976,C0098,purchase,76349.98,2024-11-09 04:59:29,success
T02977,C0419,deposit,65846.6,2025-03-29 23:36:11,success
T02978,C0144,deposit,94541.91,2025-03-27 10:46:16,success
T02979,C0247,deposit,93241.03,2025-05-17 08:18:40,success
T02980,C0154,deposit,17802.86,2024-11-01 03:48:29,success
T02981,C0444,purchase,27357.54,2025-05-22 12:48:26,success
T02982,C0366,deposit,37840.41,2024-12-02 21:47:31,success
T02983,C0395,withdrawal,88837.6,2024-09-09 09:32:40,success
T02984,C0495,deposit,67738.93,2024-06-28 09:27:50,success
T02985,C0109,online fraud,12836.81,2025-01-09 14:52:46,failed
T02986,C0101,deposit,62454.45,2024-10-25 20:23:46,success
T02987,C0480,deposit,6913.43,2024-08-05 05:23:33,success
T02988,C0402,deposit,36514.92,2024-05-30 02:47:25,success
T02989,C0330,purchase,12457.57,2024-05-26 17:05:24,success
T02990,C0125,deposit,90366.77,2024-10-10 05:32:23,success
T02991,C0248,withdrawal,57308.73,2024-06-22 00:10:16,success
T02992,C0386,withdrawal,3158.12,2024-10-02 21:19:01,success
T02993,C0068,purchase,70346.29,2024-09-23 20:53:16,success
T02994,C0059,purchase,73828.04,2024-12-26 08:30:35,failed
T02995,C0410,withdrawal,79428.84,2024-09-06 19:47:50,success
T02996,C0297,online fraud,92658.06,2025-02-20 00:18:51,failed
T02997,C0493,deposit,63306.82,2025-01-08 10:22:52,success
T02998,C0434,withdrawal,69426.77,2024-12-20 15:39:37,success
T02999,C0087,deposit,87179.73,2024-07-21 11:38:19,success
T03000,C0147,deposit,74568.96,2025-01-29 03:50:05,success
T03001,C0297,purchase,80838.75,2024-07-24 15:36:07,failed
T03002,C0176,transfer,50648.96,2024-12-21 12:09:59,success
T03003,C0064,transfer,63521.73,2024-10-16 11:02:43,success
T03004,C0028,deposit,53773.02,2024-08-02 01:42:50,success
T03005,C0060,withdrawal,21450.84,2025-04-12 12:37:27,success
T03006,C0422,withdrawal,52405.22,2025-03-09 15:45:16,failed
T03007,C0360,withdrawal,57538.56,2024-05-24 05:34:21,success
T03008,C0064,purchase,58089.42,2024-09-24 09:10:15,success
T03009,C0045,withdrawal,98254.33,2025-02-16 14:26:18,success
T03010,C0472,transfer,63337.19,2024-07-09 21:54:01,success
T03011,C0196,deposit,93354.3,2025-05-06 09:09:20,success
T03012,C0185,online fraud,53676.09,2024-05-27 03:25:14,failed
T03013,C0149,withdrawal,2375.99,2024-10-17 17:12:42,success
T03014,C0350,purchase,10697.08,2024-12-09 14:55:55,failed
T03015,C0022,withdrawal,32085.49,2025-03-27 08:52:47,success
T03016,C0143,deposit,84073.47,2024-06-10 19:59:14,success
T03017,C0120,deposit,48883.41,2024-08-09 15:46:25,success
T03018,C0408,purchase,79137.71,2024-10-04 18:56:30,failed
T03019,C0014,withdrawal,14971.51,2024-08-15 13:32:08,success
T03020,C0311,deposit,22286.65,2024-10-06 01:51:35,success
T03021,C0180,withdrawal,86790.99,2025-04-14 16:19:46,success
T03022,C0245,deposit,28088.18,2025-03-26 09:37:49,success
T03023,C0148,withdrawal,95725.96,2024-12-17 07:55:33,success
T03024,C0337,withdrawal,42438.38,2024-05-28 21:36:42,success
T03025,C0306,purchase,7002.96,2024-09-17 00:27:55,success
T03026,C0023,purchase,41539.11,2024-11-10 09:28:26,success
T03027,C0423,deposit,98767.92,2024-09-30 22:22:23,success
T03028,C0400,deposit,33678.57,2025-05-03 13:40:56,success
T03029,C0043,online fraud,29258.85,2024-08-02 10:15:10,failed
T03030,C0396,withdrawal,71146.74,2024-09-19 09:41:41,success
T03031,C0341,deposit,26749.08,2024-06-20 21:49:13,success
T03032,C0014,purchase,39619.7,2024-12-12 11:53:19,success
T03033,C0165,withdrawal,88172.67,2025-03-06 19:05:01,success
T03034,C0165,withdrawal,64984.8,2025-04-20 18:23:23,success
T03035,C0114,deposit,27767.61,2024-10-29 09:52:52,success
T03036,C0003,withdrawal,13960.71,2024-10-29 03:39:03,failed
T03037,C0134,transfer,69689.46,2024-07-11 08:11:15,success
T03038,C0178,online fraud,53268.0,2024-05-24 04:26:07,failed
T03039,C0214,purchase,32179.94,2025-04-09 04:22:26,failed
T03040,C0101,online fraud,49203.48,2025-01-24 07:27:18,failed
T03041,C0291,transfer,283.32,2024-10-05 23:11:49,failed
T03042,C0098,deposit,83310.08,2024-11-23 23:06:23,success
T03043,C0125,withdrawal,69314.37,2024-10-21 01:27:30,success
T03044,C0493,deposit,95646.96,2025-02-09 09:34:54,success
T03045,C0273,withdrawal,17710.69,2024-07-29 21:10:22,success
T03046,C0442,withdrawal,4661.67,2025-02-18 21:04:53,success
T03047,C0169,withdrawal,16363.45,2024-12-07 03:45:50,success
T03048,C0280,withdrawal,53082.09,2024-11-29 20:49:32,failed
T03049,C0477,purchase,41799.14,2025-04-09 05:47:46,success
T03050,C0182,purchase,771.32,2024-06-10 03:28:12,failed
T03051,C0240,withdrawal,90684.16,2024-12-13 20:03:18,success
T03052,C0147,deposit,42352.44,2024-06-22 11:13:43,success
T03053,C0318,withdrawal,91739.35,2025-05-20 01:37:57,success
T03054,C0295,withdrawal,93352.34,2024-08-17 03:57:33,success
T03055,C0317,purchase,61214.66,2024-09-06 20:06:12,success
T03056,C0252,deposit,2992.68,2024-10-24 14:28:34,success
T03057,C0014,withdrawal,16318.32,2024-07-31 04:08:40,success
T03058,C0055,transfer,69043.19,2024-09-08 09:24:03,failed
T03059,C0488,purchase,48884.35,2025-04-10 21:54:16,failed
T03060,C0278,withdrawal,59971.35,2024-11-22 17:01:18,failed
T03061,C0388,deposit,58334.14,2024-11-27 17:35:16,success
T03062,C0090,withdrawal,13795.04,2024-08-09 03:13:54,success
T03063,C0158,withdrawal,98051.22,2024-06-10 20:31:44,success
T03064,C0106,deposit,37321.18,2024-07-30 07:43:02,failed
T03065,C0266,withdrawal,46811.32,2024-11-11 09:35:45,success
T03066,C0426,deposit,94678.14,2025-03-09 09:27:41,success
T03067,C0296,purchase,33715.92,2025-01-25 01:17:40,success
T03068,C0152,withdrawal,48384.42,2025-02-01 07:47:40,success
T03069,C0373,transfer,80158.53,2025-01-16 08:39:12,success
T03070,C0237,withdrawal,67073.94,2024-12-28 20:11:22,success
T03071,C0362,withdrawal,48135.15,2025-02-03 17:55:59,success
T03072,C0316,withdrawal,88665.67,2024-06-06 00:31:51,success
T03073,C0169,withdrawal,26618.26,2025-05-09 05:32:19,failed
T03074,C0173,purchase,41807.38,2024-06-16 09:59:06,success
T03075,C0239,purchase,91435.36,2024-07-22 15:03:41,success
T03076,C0413,withdrawal,28557.95,2024-12-04 17:09:10,failed
T03077,C0198,withdrawal,416.17,2024-07-23 00:25:39,success
T03078,C0094,online fraud,54458.95,2025-01-24 00:05:24,failed
T03079,C0053,deposit,73489.23,2024-05-27 09:09:41,success
T03080,C0461,withdrawal,46178.02,2024-08-12 03:55:49,success
T03081,C0078,deposit,85176.14,2024-12-09 15:28:26,failed
T03082,C0472,withdrawal,18177.62,2024-10-30 03:24:36,success
T03083,C0185,purchase,47862.53,2024-07-25 10:49:38,success
T03084,C0396,deposit,96821.29,2024-11-20 07:04:33,success
T03085,C0481,withdrawal,75739.92,2025-03-04 19:19:08,success
T03086,C0300,deposit,38980.13,2025-02-26 11:47:38,success
T03087,C0266,deposit,55546.65,2024-06-05 18:39:39,success
T03088,C0112,withdrawal,33213.48,2025-05-14 10:08:00,success
T03089,C0465,online fraud,15129.23,2024-09-30 06:49:47,failed
T03090,C0264,withdrawal,80692.99,2024-05-28 01:45:52,success
T03091,C0247,withdrawal,52521.75,2024-12-12 00:33:07,success
T03092,C0393,withdrawal,7292.64,2024-08-15 22:55:05,success
T03093,C0249,withdrawal,62185.06,2024-08-28 15:28:22,success
T03094,C0082,online fraud,24770.48,2025-04-23 14:13:10,failed
T03095,C0395,deposit,96238.6,2025-03-20 22:55:40,success
T03096,C0428,withdrawal,57413.34,2024-10-02 00:36:45,success
T03097,C0461,purchase,39962.11,2024-10-26 12:51:11,success
T03098,C0001,deposit,65068.02,2025-04-01 09:22:46,failed
T03099,C0494,purchase,49238.19,2024-06-23 02:42:30,success
T03100,C0077,withdrawal,93761.66,2024-07-10 05:12:13,failed
T03101,C0055,deposit,60905.26,2025-02-07 05:19:31,success
T03102,C0204,purchase,8960.68,2024-06-09 05:18:49,failed
T03103,C0293,deposit,25357.23,2025-04-14 14:05:43,failed
T03104,C0225,withdrawal,50404.35,2025-01-16 05:55:43,success
T03105,C0214,withdrawal,91739.36,2024-11-07 18:11:36,success
T03106,C0298,purchase,5001.74,2025-02-26 11:45:32,success
T03107,C0351,withdrawal,40829.82,2025-04-17 01:45:01,success
T03108,C0300,withdrawal,41580.84,2025-02-07 23:09:11,success
T03109,C0489,purchase,69977.12,2024-12-19 13:57:19,success
T03110,C0210,online fraud,25142.6,2024-12-09 14:58:46,failed
T03111,C0229,deposit,93110.82,2025-03-05 03:57:53,success
T03112,C0100,transfer,25361.67,2025-01-03 18:28:50,success
T03113,C0432,deposit,49856.68,2025-03-02 09:08:40,success
T03114,C0080,withdrawal,38420.51,2024-06-08 03:46:23,success
T03115,C0128,transfer,21426.33,2025-04-13 19:03:46,failed
T03116,C0290,purchase,72037.05,2024-12-11 21:15:18,success
T03117,C0059,purchase,38988.66,2024-05-31 16:40:33,failed
T03118,C0434,withdrawal,54073.02,2024-07-18 09:02:40,success
T03119,C0353,withdrawal,95922.7,2024-11-13 05:10:41,success
T03120,C0016,deposit,23384.9,2024-10-31 16:01:30,success
T03121,C0378,online fraud,73783.94,2024-12-06 00:52:37,failed
T03122,C0133,deposit,46410.31,2025-01-06 17:35:26,failed
T03123,C0379,deposit,55389.56,2025-03-16 16:18:52,success
T03124,C0027,deposit,63991.82,2024-06-14 18:05:24,success
T03125,C0354,deposit,94577.82,2024-10-25 04:17:12,success
T03126,C0348,withdrawal,31633.85,2025-05-11 03:51:16,success
T03127,C0058,deposit,95217.14,2025-03-06 22:09:40,success
T03128,C0369,withdrawal,39964.92,2025-02-27 06:14:52,success
T03129,C0098,deposit,96920.74,2024-12-01 15:42:13,success
T03130,C0150,deposit,48806.78,2024-07-19 23:48:35,success
T03131,C0123,purchase,11662.55,2024-06-16 09:00:48,success
T03132,C0286,withdrawal,33692.64,2024-11-12 20:51:37,success
T03133,C0160,deposit,62084.9,2024-11-10 07:25:06,success
T03134,C0128,deposit,10939.05,2025-03-28 09:04:59,failed
T03135,C0394,deposit,58482.89,2025-04-29 20:19:30,success
T03136,C0461,transfer,28246.82,2024-08-02 11:32:32,success
T03137,C0065,purchase,68901.82,2024-10-16 00:15:11,success
T03138,C0395,deposit,98549.35,2024-09-27 21:39:24,success
T03139,C0280,deposit,27224.66,2024-09-09 04:07:37,success
T03140,C0244,withdrawal,28782.24,2024-12-16 04:37:53,success
T03141,C0056,withdrawal,65750.57,2024-06-22 07:37:58,success
T03142,C0226,deposit,73077.71,2024-07-25 10:22:19,success
T03143,C0446,deposit,62305.86,2025-03-10 11:11:58,success
T03144,C0059,purchase,38597.04,2024-09-04 01:47:53,success
T03145,C0105,withdrawal,15005.99,2024-11-23 23:51:57,success
T03146,C0333,deposit,35730.48,2024-09-16 11:13:04,success
T03147,C0408,deposit,54603.4,2025-01-21 14:02:51,success
T03148,C0278,withdrawal,63643.7,2024-09-17 12:03:29,success
T03149,C0405,withdrawal,68122.25,2025-01-10 14:25:13,success
T03150,C0433,withdrawal,17194.04,2024-08-06 14:20:27,success
T03151,C0370,purchase,11545.62,2024-11-19 08:36:30,success
T03152,C0315,withdrawal,5463.19,2024-11-28 20:13:52,success
T03153,C0339,purchase,16012.39,2024-08-07 20:19:21,success
T03154,C0300,withdrawal,22855.56,2024-07-03 23:33:23,success
T03155,C0153,deposit,33010.96,2025-03-15 13:59:45,success
T03156,C0198,withdrawal,40347.4,2024-10-28 02:20:33,success
T03157,C0463,withdrawal,68140.79,2024-05-27 07:40:14,success
T03158,C0327,withdrawal,29397.72,2025-05-10 07:52:42,success
T03159,C0258,withdrawal,51969.88,2025-03-28 13:14:04,failed
T03160,C0088,deposit,21063.78,2024-11-25 19:01:19,success
T03161,C0010,deposit,94566.42,2025-01-12 16:10:20,failed
T03162,C0342,withdrawal,10326.06,2024-06-25 14:36:41,success
T03163,C0286,purchase,89026.06,2025-01-04 06:41:19,success
T03164,C0474,deposit,3268.62,2025-05-11 09:17:09,success
T03165,C0166,deposit,91941.78,2024-11-03 00:09:30,success
T03166,C0132,withdrawal,67004.04,2025-04-24 15:11:33,success
T03167,C0152,transfer,78589.87,2024-06-07 17:57:45,success
T03168,C0373,deposit,61298.98,2024-09-09 18:19:36,success
T03169,C0181,withdrawal,77398.05,2024-08-20 14:22:29,success
T03170,C0092,deposit,63800.77,2024-11-27 09:15:54,success
T03171,C0080,deposit,41410.88,2024-08-24 21:20:19,success
T03172,C0415,withdrawal,97776.96,2025-01-22 15:26:58,success
T03173,C0101,deposit,3081.38,2024-09-25 14:19:24,success
T03174,C0313,deposit,87334.54,2024-10-31 23:29:21,success
T03175,C0056,purchase,87344.84,2024-12-19 20:04:06,success
T03176,C0396,deposit,13430.62,2024-07-31 14:00:14,success
T03177,C0270,deposit,86797.4,2024-10-03 15:55:01,success
T03178,C0480,withdrawal,280.03,2024-11-16 14:45:26,success
T03179,C0244,purchase,63748.91,2025-01-24 22:06:12,success
T03180,C0499,withdrawal,98042.49,2025-01-09 01:48:15,success
T03181,C0385,purchase,97351.01,2025-04-02 08:14:52,success
T03182,C0040,purchase,92529.87,2024-08-27 21:14:10,success
T03183,C0127,purchase,3927.98,2025-01-08 10:08:28,success
T03184,C0071,withdrawal,10238.78,2024-11-09 15:03:25,success
T03185,C0342,withdrawal,46061.78,2024-07-30 01:46:59,success
T03186,C0338,withdrawal,42187.47,2024-06-16 22:09:02,success
T03187,C0031,deposit,66338.93,2024-06-19 01:28:17,success
T03188,C0367,deposit,15260.78,2024-12-11 09:32:31,success
T03189,C0152,deposit,58931.36,2024-12-26 00:12:41,success
T03190,C0181,deposit,19510.49,2025-03-28 07:55:02,success
T03191,C0430,deposit,57139.86,2024-09-18 17:51:23,success
T03192,C0090,transfer,87508.02,2024-10-03 23:47:17,success
T03193,C0142,deposit,45141.14,2024-08-11 11:48:44,success
T03194,C0142,purchase,38425.31,2024-12-30 18:59:43,success
T03195,C0406,withdrawal,98769.19,2024-06-24 11:21:38,success
T03196,C0096,deposit,81087.61,2024-06-06 10:47:09,success
T03197,C0264,transfer,21942.94,2024-10-13 09:41:31,success
T03198,C0446,deposit,70791.63,2024-11-18 08:15:54,success
T03199,C0383,withdrawal,95407.59,2025-01-25 18:19:13,success
T03200,C0332,withdrawal,43429.27,2024-08-17 10:10:23,success
T03201,C0452,withdrawal,23603.68,2024-12-26 16:09:21,failed
T03202,C0256,withdrawal,84675.82,2025-05-06 11:37:02,success
T03203,C0227,withdrawal,2264.31,2025-01-04 00:08:39,success
T03204,C0310,withdrawal,46348.08,2025-02-10 14:41:18,success
T03205,C0055,withdrawal,20321.53,2024-06-25 21:47:02,success
T03206,C0254,purchase,99500.48,2025-04-16 23:09:25,success
T03207,C0080,withdrawal,17832.91,2025-02-05 21:12:45,success
T03208,C0273,deposit,40633.2,2025-02-16 16:10:15,failed
T03209,C0256,online fraud,14595.1,2025-02-11 04:45:03,failed
T03210,C0106,withdrawal,59844.08,2025-02-17 10:34:15,success
T03211,C0361,withdrawal,78701.78,2025-04-05 16:40:49,success
T03212,C0247,deposit,41935.76,2025-02-06 07:09:38,failed
T03213,C0175,withdrawal,95630.97,2024-09-17 20:53:54,success
T03214,C0461,purchase,79855.17,2025-04-18 14:37:58,success
T03215,C0461,withdrawal,78437.88,2024-12-11 01:21:54,success
T03216,C0169,transfer,82290.3,2025-05-21 02:22:19,success
T03217,C0242,deposit,89841.94,2025-01-14 22:05:02,success
T03218,C0111,purchase,13945.93,2024-08-06 22:21:34,success
T03219,C0364,withdrawal,80404.84,2024-07-04 17:02:15,success
T03220,C0274,deposit,7860.66,2024-09-03 00:12:35,success
T03221,C0439,deposit,97920.8,2024-12-01 02:50:10,success
T03222,C0206,withdrawal,16067.79,2024-09-11 16:49:27,success
T03223,C0330,withdrawal,2934.02,2024-10-11 13:36:28,success
T03224,C0496,transfer,53263.71,2025-01-08 16:49:34,success
T03225,C0148,withdrawal,88367.6,2024-10-20 11:29:54,success
T03226,C0414,withdrawal,80905.49,2025-03-09 17:57:04,success
T03227,C0304,withdrawal,88076.67,2025-02-26 11:26:28,failed
T03228,C0043,withdrawal,63319.96,2024-09-16 06:17:55,success
T03229,C0401,purchase,30911.57,2025-04-03 05:05:22,failed
T03230,C0284,purchase,41244.09,2024-12-22 15:20:21,success
T03231,C0341,withdrawal,28778.91,2024-10-21 07:51:43,success
T03232,C0366,transfer,29019.61,2025-04-29 03:33:55,success
T03233,C0135,deposit,33293.51,2025-02-23 11:31:58,success
T03234,C0237,purchase,12714.72,2025-02-28 04:48:03,success
T03235,C0091,withdrawal,39088.84,2025-05-15 17:54:59,success
T03236,C0482,withdrawal,18152.3,2024-12-25 18:05:33,success
T03237,C0489,deposit,98409.15,2024-12-17 21:17:49,success
T03238,C0474,transfer,27481.52,2024-08-21 12:41:39,success
T03239,C0267,deposit,1123.91,2024-07-19 20:24:28,success
T03240,C0253,purchase,37699.71,2024-08-17 06:19:09,success
T03241,C0075,deposit,61794.17,2025-02-14 21:28:50,success
T03242,C0463,withdrawal,68061.89,2024-08-20 01:55:24,failed
T03243,C0365,withdrawal,96226.17,2025-05-05 12:49:56,success
T03244,C0412,deposit,44107.27,2024-12-19 13:29:29,success
T03245,C0267,withdrawal,41686.41,2024-08-17 22:26:32,success
T03246,C0050,deposit,58300.68,2025-02-05 07:12:47,success
T03247,C0155,withdrawal,276.57,2024-07-02 13:15:31,success
T03248,C0222,purchase,57351.7,2025-02-19 18:52:08,success
T03249,C0130,withdrawal,79111.74,2025-01-27 07:48:56,failed
T03250,C0494,deposit,97210.39,2024-10-09 19:19:52,success
T03251,C0093,purchase,91352.51,2024-07-30 20:37:23,success
T03252,C0106,deposit,3728.75,2025-04-12 11:49:23,success
T03253,C0049,deposit,10961.81,2025-04-24 14:01:05,success
T03254,C0068,withdrawal,32622.3,2024-11-15 11:52:09,success
T03255,C0341,purchase,43953.87,2024-08-10 12:38:54,success
T03256,C0289,purchase,61308.11,2024-11-24 02:25:35,success
T03257,C0358,transfer,14205.7,2024-08-29 16:22:12,success
T03258,C0143,deposit,24689.96,2024-06-07 02:28:13,success
T03259,C0364,deposit,59145.83,2025-05-12 23:03:35,success
T03260,C0024,purchase,36056.67,2024-07-05 03:02:10,failed
T03261,C0071,transfer,11965.06,2024-12-24 17:21:17,success
T03262,C0406,purchase,73958.28,2024-08-20 05:22:06,success
T03263,C0325,withdrawal,55098.2,2024-12-16 16:43:33,success
T03264,C0271,withdrawal,42366.24,2024-10-21 21:07:55,success
T03265,C0367,purchase,79050.42,2025-04-18 04:45:40,success
T03266,C0254,deposit,50163.19,2024-11-15 09:51:59,success
T03267,C0021,withdrawal,91734.87,2024-10-15 07:50:23,success
T03268,C0485,withdrawal,93988.71,2025-03-29 21:50:31,success
T03269,C0020,purchase,70233.58,2025-04-25 17:00:51,success
T03270,C0032,deposit,76330.93,2024-12-15 11:43:54,success
T03271,C0095,deposit,54651.93,2025-02-24 21:52:15,failed
T03272,C0293,deposit,81414.26,2024-08-08 19:24:05,success
T03273,C0115,deposit,35103.41,2025-03-07 19:00:37,success
T03274,C0479,deposit,87328.03,2024-09-07 15:34:11,success
T03275,C0396,deposit,74957.14,2024-08-08 15:46:36,success
T03276,C0257,withdrawal,58378.97,2024-06-19 21:41:03,failed
T03277,C0102,purchase,30224.27,2024-10-09 21:46:32,success
T03278,C0495,purchase,25013.47,2024-10-11 05:06:46,success
T03279,C0443,deposit,52456.35,2024-06-30 13:32:51,success
T03280,C0113,withdrawal,65561.18,2025-05-09 14:55:58,success
T03281,C0290,withdrawal,74947.31,2024-12-19 13:17:37,success
T03282,C0499,deposit,48960.16,2025-05-01 16:58:51,success
T03283,C0255,deposit,90557.3,2025-05-14 04:39:24,success
T03284,C0123,deposit,6434.62,2025-04-26 07:47:39,success
T03285,C0354,transfer,25613.65,2024-09-05 20:47:52,success
T03286,C0264,purchase,94263.25,2025-01-24 18:40:16,success
T03287,C0266,deposit,25035.66,2025-01-14 08:47:32,failed
T03288,C0342,deposit,93150.58,2024-08-21 11:27:17,success
T03289,C0132,online fraud,1777.42,2025-03-18 22:45:45,failed
T03290,C0184,withdrawal,67153.46,2024-09-13 15:09:54,success
T03291,C0169,deposit,30052.73,2024-09-07 21:19:15,success
T03292,C0099,withdrawal,68732.72,2025-03-15 21:35:26,success
T03293,C0496,online fraud,96922.89,2024-11-02 00:00:23,failed
T03294,C0299,deposit,70901.12,2024-08-24 13:46:42,success
T03295,C0260,deposit,16518.86,2025-03-10 17:00:48,success
T03296,C0237,deposit,12665.12,2024-10-07 16:35:13,success
T03297,C0131,deposit,92732.22,2025-01-28 02:43:34,success
T03298,C0218,deposit,51008.7,2024-06-03 05:30:40,success
T03299,C0331,withdrawal,59861.99,2025-02-18 18:14:21,success
T03300,C0342,purchase,49128.65,2024-06-25 16:03:08,success
T03301,C0016,purchase,975.56,2025-05-19 09:25:25,success
T03302,C0056,withdrawal,72226.05,2024-12-29 06:19:54,success
T03303,C0037,deposit,15755.55,2024-08-08 06:51:02,success
T03304,C0061,purchase,48550.17,2024-06-26 07:03:41,success
T03305,C0242,purchase,4726.28,2025-02-26 05:15:20,failed
T03306,C0316,withdrawal,99088.38,2025-03-13 20:23:25,success
T03307,C0391,purchase,99811.46,2025-01-30 03:06:34,failed
T03308,C0180,deposit,27679.0,2024-10-13 19:49:50,success
T03309,C0497,purchase,18460.96,2025-04-06 05:54:14,success
T03310,C0057,withdrawal,44577.51,2025-01-12 22:39:29,success
T03311,C0382,transfer,74096.78,2025-03-14 18:31:07,success
T03312,C0410,withdrawal,41853.6,2025-05-02 15:31:30,success
T03313,C0171,withdrawal,58695.56,2024-08-18 20:41:37,success
T03314,C0240,deposit,85152.18,2024-08-17 21:50:48,success
T03315,C0435,online fraud,88150.63,2024-10-04 05:10:29,failed
T03316,C0481,deposit,88909.43,2024-12-03 07:57:17,success
T03317,C0130,deposit,94907.38,2024-10-25 03:00:55,success
T03318,C0344,withdrawal,46101.39,2025-02-13 01:16:23,success
T03319,C0182,transfer,76098.53,2024-08-31 06:34:32,success
T03320,C0012,deposit,73071.62,2025-01-21 07:41:11,success
T03321,C0013,purchase,3544.13,2024-10-28 06:25:30,success
T03322,C0115,withdrawal,29759.39,2025-01-09 17:35:31,success
T03323,C0076,purchase,71184.95,2025-01-22 21:09:37,success
T03324,C0014,deposit,19311.51,2024-12-27 09:49:33,success
T03325,C0186,deposit,78196.93,2025-02-26 13:50:29,success
T03326,C0009,withdrawal,52860.54,2025-05-13 16:46:51,success
T03327,C0304,transfer,51833.39,2024-07-10 22:40:44,success
T03328,C0408,purchase,30813.82,2025-05-04 11:09:28,success
T03329,C0444,deposit,82200.58,2024-12-09 13:10:12,success
T03330,C0084,withdrawal,8397.38,2025-02-21 05:35:12,success
T03331,C0335,withdrawal,76498.83,2025-01-01 22:22:02,success
T03332,C0453,withdrawal,80576.86,2025-05-01 06:55:48,success
T03333,C0432,purchase,59599.96,2025-04-07 04:37:56,success
T03334,C0416,withdrawal,47659.41,2024-11-13 09:18:41,success
T03335,C0224,withdrawal,61059.92,2024-10-09 17:11:48,success
T03336,C0054,purchase,93631.28,2025-01-05 07:14:42,success
T03337,C0057,transfer,64554.8,2025-05-13 04:59:16,success
T03338,C0050,deposit,86113.53,2025-02-14 16:43:23,success
T03339,C0032,deposit,14106.5,2024-06-11 19:40:34,failed
T03340,C0223,deposit,63537.09,2024-07-16 10:22:11,success
T03341,C0082,purchase,53402.03,2024-07-29 23:28:00,success
T03342,C0158,deposit,85501.57,2025-02-23 11:11:54,success
T03343,C0390,withdrawal,48413.84,2025-02-15 19:44:44,success
T03344,C0076,withdrawal,48524.95,2025-04-08 04:03:37,success
T03345,C0358,transfer,75194.5,2025-03-05 10:28:48,success
T03346,C0345,withdrawal,39836.06,2024-11-10 23:53:52,success
T03347,C0044,deposit,41855.19,2025-04-22 23:22:13,success
T03348,C0398,withdrawal,81155.54,2024-11-04 17:32:50,success
T03349,C0127,deposit,73584.43,2025-04-10 21:30:25,success
T03350,C0064,purchase,11081.28,2024-07-14 09:57:07,success
T03351,C0146,withdrawal,49132.33,2024-11-14 12:48:40,success
T03352,C0409,deposit,73803.75,2025-01-12 07:39:26,failed
T03353,C0297,withdrawal,78751.3,2025-03-08 05:21:02,success
T03354,C0121,purchase,55411.79,2025-02-09 14:55:26,success
T03355,C0456,deposit,10413.47,2025-04-29 17:56:22,success
T03356,C0187,withdrawal,60060.94,2024-05-26 21:46:51,success
T03357,C0265,withdrawal,33825.27,2024-12-06 22:22:20,success
T03358,C0052,deposit,60660.85,2024-10-23 18:33:20,success
T03359,C0038,deposit,66318.92,2025-02-27 09:48:17,success
T03360,C0300,online fraud,57285.67,2024-06-04 23:21:47,failed
T03361,C0359,deposit,79672.25,2024-12-26 14:09:24,success
T03362,C0128,online fraud,40634.37,2024-10-16 10:54:36,failed
T03363,C0444,withdrawal,22217.29,2024-08-13 23:38:02,success
T03364,C0069,withdrawal,34915.21,2024-06-08 10:59:48,success
T03365,C0206,deposit,80783.31,2025-05-03 04:44:44,success
T03366,C0027,deposit,13399.4,2024-09-12 22:29:32,success
T03367,C0323,withdrawal,93972.86,2024-07-14 09:34:48,success
T03368,C0495,withdrawal,74443.26,2024-06-11 03:34:45,success
T03369,C0185,deposit,12038.43,2025-03-27 14:15:36,success
T03370,C0306,withdrawal,41900.78,2025-03-14 18:48:13,success
T03371,C0036,transfer,474.04,2024-09-27 22:23:35,success
T03372,C0062,purchase,9507.26,2024-12-20 22:58:37,success
T03373,C0280,transfer,49307.38,2024-08-29 01:39:55,success
T03374,C0314,withdrawal,70082.2,2025-01-05 00:24:52,success
T03375,C0274,deposit,20307.42,2025-04-05 15:17:34,success
T03376,C0489,withdrawal,56198.18,2025-02-26 17:10:40,success
T03377,C0282,deposit,98519.92,2025-03-28 04:53:38,success
T03378,C0225,purchase,78456.58,2025-03-06 17:05:26,success
T03379,C0295,deposit,51195.37,2025-01-30 03:27:00,success
T03380,C0424,withdrawal,67540.35,2025-04-27 09:02:03,success
T03381,C0129,purchase,57704.27,2024-12-09 21:26:31,success
T03382,C0167,withdrawal,2862.27,2024-08-02 20:12:09,success
T03383,C0091,withdrawal,31041.59,2024-11-28 03:16:50,success
T03384,C0286,deposit,19860.81,2025-02-17 10:34:18,success
T03385,C0053,withdrawal,23853.66,2024-11-27 04:33:26,success
T03386,C0177,deposit,47060.72,2024-07-05 07:12:50,success
T03387,C0412,withdrawal,93514.93,2024-11-11 18:09:41,success
T03388,C0443,withdrawal,10282.48,2024-07-19 07:48:06,success
T03389,C0360,withdrawal,91071.28,2024-12-29 03:34:12,success
T03390,C0426,deposit,10627.2,2024-07-25 22:32:24,success
T03391,C0206,withdrawal,65956.08,2025-04-26 23:35:05,success
T03392,C0159,deposit,22226.83,2025-04-15 14:04:03,success
T03393,C0338,withdrawal,48262.96,2024-10-03 06:08:23,success
T03394,C0137,deposit,58374.21,2025-05-03 08:32:22,success
T03395,C0296,deposit,44172.65,2025-03-05 10:45:11,success
T03396,C0098,deposit,32742.61,2025-04-03 10:04:52,success
